customer_id,name,province,city,region,registration_date,age_group,gender,segment
276,高敏,山东,青岛市,华东,2022-08-06,26-35,女,普通会员
277,黄静,辽宁,大连市,东北,2022-12-19,36-45,男,普通会员
278,周磊,湖南,株洲市,华中,2022-07-15,26-35,女,普通会员
279,黄强,江苏,无锡市,华东,2022-07-19,36-45,女,普通会员
280,杨芳,河南,郑州市,华中,2022-08-03,26-35,女,银卡会员
281,罗洋,上海,上海市,华东,2022-05-30,36-45,女,钻石会员
282,胡军,陕西,西安市,西北,2022-04-16,18-25,男,金卡会员
283,林军,重庆,重庆市,西南,2022-05-16,46-55,女,普通会员
284,高洋,湖北,宜昌市,华中,2022-04-28,55+,女,金卡会员
285,罗强,北京,北京市,华北,2022-08-19,46-55,男,金卡会员
286,李秀英,四川,绵阳市,西南,2022-10-19,26-35,女,普通会员
287,李勇,福建,福州市,华南,2022-11-27,46-55,女,普通会员
288,杨娜,浙江,宁波市,华东,2022-05-23,55+,男,普通会员
289,胡杰,重庆,重庆市,西南,2022-02-11,36-45,男,普通会员
290,朱强,山东,青岛市,华东,2022-03-08,46-55,女,金卡会员
291,张芳,安徽,合肥市,华东,2022-12-13,36-45,女,钻石会员
292,吴芳,上海,上海市,华东,2022-10-08,26-35,男,金卡会员
293,朱军,辽宁,沈阳市,东北,2022-11-06,46-55,女,银卡会员
294,马芳,福建,厦门市,华南,2022-01-25,26-35,男,银卡会员
295,马秀英,重庆,重庆市,西南,2022-01-20,26-35,女,金卡会员
296,李文,陕西,西安市,西北,2022-10-14,18-25,男,普通会员
297,徐鑫,福建,厦门市,华南,2022-09-10,36-45,男,钻石会员
298,张勇,广东,广州市,华南,2022-06-05,26-35,男,普通会员
299,王敏,重庆,重庆市,西南,2022-09-17,55+,男,普通会员
300,罗华,重庆,重庆市,西南,2022-05-04,46-55,女,普通会员
301,张磊,浙江,温州市,华东,2022-06-04,26-35,女,普通会员
302,陈芳,陕西,咸阳市,西北,2022-03-03,26-35,女,金卡会员
303,赵静,江苏,苏州市,华东,2022-03-06,26-35,女,普通会员
304,何静,江苏,南京市,华东,2022-06-22,18-25,男,普通会员
305,徐华,重庆,重庆市,西南,2022-09-13,18-25,女,普通会员
306,罗军,上海,上海市,华东,2022-09-09,36-45,男,普通会员
307,杨艳,浙江,杭州市,华东,2022-01-21,55+,男,钻石会员
308,周勇,北京,北京市,华北,2022-05-09,46-55,女,普通会员
309,黄涛,河南,洛阳市,华中,2022-09-04,36-45,男,银卡会员
310,胡杰,北京,北京市,华北,2022-12-09,36-45,男,普通会员
311,王静,重庆,重庆市,西南,2022-01-08,18-25,男,银卡会员
312,马文,北京,北京市,华北,2022-06-01,18-25,女,银卡会员
313,朱敏,河南,郑州市,华中,2022-05-19,55+,男,银卡会员
314,高涛,重庆,重庆市,西南,2022-09-18,36-45,女,金卡会员
315,胡军,河南,洛阳市,华中,2022-08-08,46-55,女,金卡会员
316,李丽,福建,福州市,华南,2022-02-18,26-35,女,金卡会员
317,何艳,福建,福州市,华南,2022-05-29,18-25,男,钻石会员
318,郭芳,四川,成都市,西南,2022-01-11,18-25,男,金卡会员
319,黄秀英,湖北,武汉市,华中,2022-05-04,26-35,女,钻石会员
320,孙文,辽宁,大连市,东北,2022-06-23,18-25,男,普通会员
321,赵杰,辽宁,沈阳市,东北,2022-09-25,55+,女,银卡会员
322,黄秀英,辽宁,沈阳市,东北,2022-12-26,36-45,男,银卡会员
323,徐明,湖南,株洲市,华中,2022-09-15,18-25,男,普通会员
324,胡文,上海,上海市,华东,2022-03-29,26-35,女,银卡会员
325,张文,陕西,西安市,西北,2022-01-23,36-45,男,银卡会员
326,陈丽,福建,厦门市,华南,2022-05-16,26-35,女,金卡会员
327,陈娜,重庆,重庆市,西南,2022-04-14,26-35,女,金卡会员
328,吴秀英,湖南,长沙市,华中,2022-08-19,36-45,女,普通会员
329,罗敏,陕西,西安市,西北,2022-03-27,46-55,女,普通会员
330,朱秀英,北京,北京市,华北,2022-05-01,55+,男,银卡会员
331,杨文,广东,东莞市,华南,2022-04-11,18-25,男,普通会员
332,张静,浙江,宁波市,华东,2022-08-18,26-35,女,普通会员
333,朱敏,河南,洛阳市,华中,2022-07-07,46-55,女,普通会员
334,朱娜,湖北,宜昌市,华中,2022-08-04,18-25,女,银卡会员
335,李鑫,浙江,宁波市,华东,2022-06-08,18-25,男,银卡会员
336,马超,辽宁,沈阳市,东北,2022-01-30,55+,男,金卡会员
337,马敏,广东,佛山市,华南,2022-12-16,26-35,男,普通会员
338,林丽,安徽,芜湖市,华东,2022-11-09,55+,男,普通会员
339,罗军,四川,绵阳市,西南,2022-02-16,18-25,女,钻石会员
340,徐磊,重庆,重庆市,西南,2022-05-17,55+,男,普通会员
341,何娜,陕西,咸阳市,西北,2022-04-17,18-25,女,银卡会员
342,马文,四川,成都市,西南,2022-09-02,18-25,男,普通会员
343,陈华,广东,广州市,华南,2022-02-18,26-35,女,银卡会员
344,刘磊,四川,绵阳市,西南,2022-10-22,26-35,男,金卡会员
345,周秀英,浙江,宁波市,华东,2022-11-12,18-25,男,金卡会员
346,刘超,山东,济南市,华东,2022-04-16,26-35,女,普通会员
347,朱艳,湖北,宜昌市,华中,2022-12-02,26-35,男,普通会员
348,孙勇,陕西,咸阳市,西北,2022-10-28,46-55,男,普通会员
349,刘鑫,河南,郑州市,华中,2022-01-07,18-25,男,普通会员
350,罗丽,山东,烟台市,华东,2022-07-18,26-35,女,普通会员
351,陈鑫,辽宁,沈阳市,东北,2022-03-10,36-45,女,普通会员
352,高文,北京,北京市,华北,2022-12-11,55+,女,普通会员
353,何敏,福建,福州市,华南,2022-11-23,36-45,男,银卡会员
354,李涛,陕西,西安市,西北,2022-06-18,46-55,男,银卡会员
355,杨芳,四川,绵阳市,西南,2022-03-06,26-35,男,钻石会员
356,吴芳,福建,厦门市,华南,2022-05-24,26-35,男,银卡会员
357,胡洋,重庆,重庆市,西南,2022-10-21,46-55,女,钻石会员
358,林磊,广东,东莞市,华南,2022-10-04,26-35,男,金卡会员
359,胡洋,浙江,宁波市,华东,2022-08-01,36-45,女,金卡会员
360,周洋,湖南,长沙市,华中,2022-02-27,46-55,男,普通会员
361,张洋,福建,厦门市,华南,2022-02-13,36-45,女,金卡会员
362,何涛,湖北,宜昌市,华中,2022-07-16,55+,女,普通会员
363,刘静,山东,济南市,华东,2022-03-26,26-35,男,普通会员
364,何艳,辽宁,大连市,东北,2022-11-12,36-45,女,普通会员
365,张鑫,广东,广州市,华南,2022-12-29,55+,男,银卡会员
366,黄静,湖北,宜昌市,华中,2022-06-25,26-35,女,金卡会员
367,高勇,辽宁,大连市,东北,2022-01-12,36-45,男,钻石会员
368,马芳,安徽,合肥市,华东,2022-09-17,55+,女,普通会员
369,陈娜,湖北,宜昌市,华中,2022-12-19,18-25,女,金卡会员
370,陈娜,辽宁,大连市,东北,2022-07-08,26-35,男,金卡会员
371,杨文,上海,上海市,华东,2022-03-01,26-35,男,金卡会员
372,孙勇,重庆,重庆市,西南,2022-08-01,26-35,女,金卡会员
373,郭伟,重庆,重庆市,西南,2022-06-12,18-25,男,银卡会员
374,徐军,上海,上海市,华东,2022-05-30,36-45,女,银卡会员
375,张伟,安徽,合肥市,华东,2022-07-31,36-45,女,普通会员
376,赵强,山东,烟台市,华东,2022-07-20,36-45,男,金卡会员
377,张敏,湖北,宜昌市,华中,2022-10-30,26-35,男,普通会员
378,朱华,福建,福州市,华南,2022-05-22,55+,男,金卡会员
379,马丽,广东,佛山市,华南,2022-07-29,36-45,女,银卡会员
380,李秀英,湖北,武汉市,华中,2022-02-07,26-35,男,银卡会员
381,朱华,广东,东莞市,华南,2022-10-08,26-35,女,金卡会员
382,郭文,湖北,宜昌市,华中,2022-04-20,55+,女,银卡会员
383,罗明,重庆,重庆市,西南,2022-11-23,36-45,男,普通会员
384,高丽,湖北,武汉市,华中,2022-04-30,36-45,男,普通会员
